id.lot;id.tender;date;date.auction;id.procurer;id.bidder;cpv;procedure;threshold;transport;payment;count;expected.value;round.0;round.3;add.agreement;quantity;measurement
UA-2016-12-16-000636-b-L1;UA-2016-12-16-000636-b;16.12.2016;05.01.2017;39543119;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;3394421;2808960;2808960;2808960;352000;метри кубічні
UA-2016-11-18-000759-c-L1;UA-2016-11-18-000759-c;18.11.2016;06.12.2016;24004422;38488691;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;770228;720000;720000;720000;80000;метри кубічні
UA-2016-12-09-000599-a-L1;UA-2016-12-09-000599-a;09.12.2016;27.12.2016;34238355;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;432818;373050;373050;373050;45000;метри кубічні
UA-2016-11-30-001301-a-L1;UA-2016-11-30-001301-a;30.11.2016;22.12.2016;2004097;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1240600;1060260;1060260;1060260;129300;метри кубічні
UA-2016-12-19-000164-b-L1;UA-2016-12-19-000164-b;19.12.2016;04.01.2017;22485297;30194498;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1495076;1253082;1253082;1253082;156050;метри кубічні
UA-2016-12-27-000669-c-L1;UA-2016-12-27-000669-c;27.12.2016;13.01.2017;2143152;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;358731;323317;323317;323317;37595;метри кубічні
UA-2017-01-04-000512-c-L1;UA-2017-01-04-000512-c;04.01.2017;23.01.2017;2144163;31146068;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;2484652;2229540;2074712;2074712;260970;метри кубічні
UA-2016-11-29-000791-c-L1;UA-2016-11-29-000791-c;29.11.2016;25.01.2017;2143519;30732144;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;8300000;6958560;6958560;6958560;872000;метри кубічні
UA-2016-12-21-000609-c-L1;UA-2016-12-21-000609-c;21.12.2016;10.01.2017;38195551;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;613521;518903;518903;518903;64460;метри кубічні
UA-2017-01-10-000782-b-L1;UA-2017-01-10-000782-b;10.01.2017;26.01.2017;2145990;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;2206271;1834688;1834688;1834688;232239;метри кубічні
UA-2016-11-25-000471-b-L2;UA-2016-11-25-000471-b;25.11.2016;25.01.2017;2141472;30732144;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;;;6;4427000;3718680;3696312;3696312;466000;метри кубічні
UA-2016-12-07-000519-a-L1;UA-2016-12-07-000519-a;07.12.2016;27.12.2016;20116650;36619059;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1333800;1137240;1137240;1137240;140400;метри кубічні
UA-2016-12-21-003146-b-L1;UA-2016-12-21-003146-b;21.12.2016;10.01.2017;4590949;38553084;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;950000;795000;795000;795000;100000;метри кубічні
UA-2016-12-07-000751-a-L1;UA-2016-12-07-000751-a;07.12.2016;26.12.2016;3189481;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;807500;730150;705925;705925;85000;метри кубічні
UA-2016-12-20-000401-c-L1;UA-2016-12-20-000401-c;20.12.2016;06.01.2017;33071141;34528630;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;1891194;1576050;1576050;1576050;199500;метри кубічні
UA-2016-11-24-000874-b-L1;UA-2016-11-24-000874-b;24.11.2016;19.12.2016;2145518;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;3600000;3151500;2865000;2865000;382000;метри кубічні
UA-2016-11-10-000035-a-L1;UA-2016-11-10-000035-a;10.11.2016;01.12.2016;2144855;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;4547525;4098922;3953467;3953467;484850;метри кубічні
UA-2016-12-26-000237-b-L1;UA-2016-12-26-000237-b;26.12.2016;12.01.2017;2142684;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;5;3276368;2808840;2484880;2484880;356;тисяча кубічних метрів
UA-2016-12-21-001521-b-L1;UA-2016-12-21-001521-b;21.12.2016;06.01.2017;2147173;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;2835440;2434780;2434780;2434780;308200;метри кубічні
UA-2016-12-07-000102-c-L1;UA-2016-12-07-000102-c;07.12.2016;26.12.2016;4403444;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;975200;911600;911600;911600;106000;метри кубічні
UA-2016-12-01-001701-a-L1;UA-2016-12-01-001701-a;01.12.2016;23.12.2016;2548676;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;644000;580300;578900;578900;70000;метри кубічні
UA-2016-12-07-001055-b-L1;UA-2016-12-07-001055-b;07.12.2016;26.12.2016;2004261;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;418600;391300;391300;391300;45500;метри кубічні
UA-2017-01-05-000313-b-L1;UA-2017-01-05-000313-b;05.01.2017;23.01.2017;20514209;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1340000;1153400;1153400;1153400;146000;метри кубічні
UA-2016-12-07-000202-c-L1;UA-2016-12-07-000202-c;07.12.2016;26.12.2016;22772447;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;450650;425872;425872;425872;49520;метри кубічні
UA-2016-12-22-000593-a-L1;UA-2016-12-22-000593-a;22.12.2016;11.01.2017;4403433;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1638000;1530000;1530000;1530000;180000;метри кубічні
UA-2016-12-16-000272-a-L1;UA-2016-12-16-000272-a;16.12.2016;04.01.2017;1998816;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;910000;805000;805000;805000;100000;метри кубічні
UA-2016-12-14-000999-a-L1;UA-2016-12-14-000999-a;14.12.2016;03.01.2017;23655123;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;585130;552980;552980;552980;64300;метри кубічні
UA-2016-12-30-000092-c-L1;UA-2016-12-30-000092-c;30.12.2016;17.01.2017;1998934;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;3;837700;727590;727590;727590;92100;метри кубічні
UA-2016-12-22-001325-b-L4;UA-2016-12-22-001325-b;22.12.2016;10.01.2017;2361819;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;21374;20483;20483;20483;2350;метри кубічні
UA-2016-12-09-001189-b-L1;UA-2016-12-09-001189-b;09.12.2016;27.12.2016;1127799;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;3;3683556;3244050;2713500;2713500;405;тисяча кубічних метрів
UA-2016-12-09-000233-a-L1;UA-2016-12-09-000233-a;09.12.2016;27.12.2016;14321860;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;1691707;1506600;1506600;1506600;186000;метри кубічні
UA-2016-12-28-000866-b-L1;UA-2016-12-28-000866-b;28.12.2016;16.01.2017;2229669;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;330392;300779;300779;300779;36326;метри кубічні
UA-2016-12-21-000435-b-L1;UA-2016-12-21-000435-b;21.12.2016;16.01.2017;1998868;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;1782001;1557628;1557628;1557628;195928;метри кубічні
UA-2016-12-28-002011-b-L1;UA-2016-12-28-002011-b;28.12.2016;16.01.2017;1982146;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;1406350;1221577;1221577;1221577;154630;метри кубічні
UA-2016-12-14-001520-a-L1;UA-2016-12-14-001520-a;14.12.2016;03.01.2017;2000406;38553084;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;400000;360800;360800;360800;44000;метри кубічні
UA-2017-01-13-000002-c-L1;UA-2017-01-13-000002-c;13.01.2017;30.01.2017;2145151;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;3651000;3175800;3175800;3175800;402000;метри кубічні
UA-2016-12-29-000866-b-L1;UA-2016-12-29-000866-b;29.12.2016;16.01.2017;14321759;36066710;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;2349058;2347800;2347800;2347800;260000;метри кубічні
UA-2016-12-05-001141-a-L1;UA-2016-12-05-001141-a;05.12.2016;17.01.2017;2142425;31915956;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;3;6900000;5972400;5837983;5837983;763734;метри кубічні
UA-2017-01-06-000245-a-L1;UA-2017-01-06-000245-a;06.01.2017;24.01.2017;25304586;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;1225317;1167511;1167511;1167511;135694;метри кубічні
UA-2017-01-06-000297-a-L1;UA-2017-01-06-000297-a;06.01.2017;24.01.2017;22061509;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;4;806713;768120;768120;768120;89337;метри кубічні
UA-2017-01-06-000267-a-L1;UA-2017-01-06-000267-a;06.01.2017;24.01.2017;22061835;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;4;912129;868493;868493;868493;101011;метри кубічні
UA-2016-12-29-001533-b-L1;UA-2016-12-29-001533-b;29.12.2016;17.01.2017;2231131;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;350000;334437;334437;334437;38888;метри кубічні
UA-2017-01-17-000433-b-L1;UA-2017-01-17-000433-b;17.01.2017;02.02.2017;38813974;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;710000;695313;691059;691059;78888;метри кубічні
UA-2016-12-20-002413-b-L1;UA-2016-12-20-002413-b;20.12.2016;06.01.2017;4403717;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1307163;1234540;1234540;1234540;145240;метри кубічні
UA-2016-11-21-000680-b-L1;UA-2016-11-21-000680-b;21.11.2016;04.01.2017;2147061;31915956;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;10075212;9291584;9291584;9291584;1119468;метри кубічні
UA-2016-12-12-000659-a-L1;UA-2016-12-12-000659-a;12.12.2016;23.01.2017;40173927;38553084;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;3;8550000;7315000;7315000;7315000;950000;метри кубічні
UA-2016-12-19-000255-a-L1;UA-2016-12-19-000255-a;19.12.2016;26.01.2017;2143643;36860996;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;5496300;4885600;4720711;4720711;610700;метри кубічні
UA-2016-12-21-000463-c-L1;UA-2016-12-21-000463-c;21.12.2016;31.01.2017;1992015;30732144;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;4500000;4050000;4005000;4005000;500000;метри кубічні
UA-2016-11-25-001836-a-L1;UA-2016-11-25-001836-a;25.11.2016;10.01.2017;2146995;36860996;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;4339395;3809025;3809025;3809025;482155;метри кубічні
UA-2016-11-29-001542-a-L1;UA-2016-11-29-001542-a;29.11.2016;22.12.2016;21367348;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;3600000;3300000;3300000;3300000;400000;метри кубічні
UA-2016-12-15-002010-b-L1;UA-2016-12-15-002010-b;15.12.2016;04.01.2017;39013038;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;4;3600000;3160000;2878000;2878000;400000;метри кубічні
UA-2016-12-16-001607-b-L1;UA-2016-12-16-001607-b;16.12.2016;04.01.2017;2143583;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;3410667;2993808;2993808;2993808;378963;метри кубічні
UA-2016-11-29-000541-a-L1;UA-2016-11-29-000541-a;29.11.2016;19.12.2016;2005415;36619059;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;5;2700000;2448000;2250000;2250000;300000;метри кубічні
UA-2016-12-21-000649-c-L1;UA-2016-12-21-000649-c;21.12.2016;10.01.2017;1984263;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;2616300;2290716;2150889;2150889;290700;метри кубічні
UA-2016-12-01-001638-a-L1;UA-2016-12-01-001638-a;01.12.2016;20.12.2016;2145910;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;2430000;2212920;2022300;2022300;270000;метри кубічні
UA-2016-11-30-000943-a-L1;UA-2016-11-30-000943-a;30.11.2016;29.12.2016;2003971;38553084;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1800000;1612000;1612000;1612000;200000;метри кубічні
UA-2016-12-21-003075-b-L1;UA-2016-12-21-003075-b;21.12.2016;10.01.2017;20987480;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1262070;1128852;1128852;1128852;140230;метри кубічні
UA-2016-11-25-000589-c-L1;UA-2016-11-25-000589-c;25.11.2016;15.12.2016;5537845;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;1161000;1095210;1070571;1070571;129000;метри кубічні
UA-2016-11-24-001345-c-L1;UA-2016-11-24-001345-c;24.11.2016;15.12.2016;5503680;37243368;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1089000;1040600;955900;955900;121000;метри кубічні
UA-2016-11-28-000719-c-L1;UA-2016-11-28-000719-c;28.11.2016;16.12.2016;38981957;34528630;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;993555;894200;894200;894200;110395;метри кубічні
UA-2016-11-29-001738-a-L1;UA-2016-11-29-001738-a;29.11.2016;22.12.2016;2548713;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;990000;889900;889900;889900;110000;метри кубічні
UA-2016-11-24-000951-c-L1;UA-2016-11-24-000951-c;24.11.2016;19.12.2016;4356194;34528630;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;4;900000;810000;784000;784000;100000;метри кубічні
UA-2016-12-12-002459-b-L1;UA-2016-12-12-002459-b;12.12.2016;03.01.2017;5506786;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;900000;806000;806000;806000;100000;метри кубічні
UA-2016-12-16-001403-b-L1;UA-2016-12-16-001403-b;16.12.2016;04.01.2017;2000435;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;855000;760950;760950;760950;95000;метри кубічні
UA-2016-11-29-000468-c-L1;UA-2016-11-29-000468-c;29.11.2016;19.12.2016;3188435;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;810000;764100;764100;764100;90000;метри кубічні
UA-2016-12-16-000281-c-L1;UA-2016-12-16-000281-c;16.12.2016;05.01.2017;2004887;38553084;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;810000;713700;697410;697410;90000;метри кубічні
UA-2016-12-27-000283-a-L1;UA-2016-12-27-000283-a;27.12.2016;13.01.2017;39563952;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;783000;748200;748200;748200;87000;метри кубічні
UA-2016-12-01-001665-a-L1;UA-2016-12-01-001665-a;01.12.2016;27.12.2016;38868830;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;769428;694195;694195;694195;85492;метри кубічні
UA-2016-11-30-000920-a-L1;UA-2016-11-30-000920-a;30.11.2016;20.12.2016;22557714;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;765000;721650;721650;721650;85000;метри кубічні
UA-2016-12-09-000615-a-L1;UA-2016-12-09-000615-a;09.12.2016;27.12.2016;4344156;36424636;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;720000;672000;672000;672000;80000;метри кубічні
UA-2016-12-27-001388-b-L1;UA-2016-12-27-001388-b;27.12.2016;13.01.2017;21378777;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;658044;577616;577616;577616;73116;метри кубічні
UA-2016-12-21-001707-b-L1;UA-2016-12-21-001707-b;21.12.2016;10.01.2017;1993612;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;630000;556500;556500;556500;70000;метри кубічні
UA-2016-12-20-001800-b-L1;UA-2016-12-20-001800-b;20.12.2016;05.01.2017;2228457;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;558000;492900;492900;492900;62000;метри кубічні
UA-2016-12-06-001191-a-L1;UA-2016-12-06-001191-a;06.12.2016;23.12.2016;26324504;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;528300;489558;489558;489558;58700;метри кубічні
UA-2016-11-24-000043-a-L1;UA-2016-11-24-000043-a;24.11.2016;19.12.2016;22564074;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;471600;450116;450116;450116;52400;метри кубічні
UA-2016-11-24-000063-a-L1;UA-2016-11-24-000063-a;24.11.2016;14.12.2016;4352701;36424636;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;387000;384936;384936;384936;43000;метри кубічні
UA-2016-12-16-002071-b-L1;UA-2016-12-16-002071-b;16.12.2016;04.01.2017;1991903;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;383850;366790;366790;366790;42650;метри кубічні
UA-2016-12-23-000705-a-L1;UA-2016-12-23-000705-a;23.12.2016;11.01.2017;38452230;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;351000;313950;313950;313950;39000;метри кубічні
UA-2016-11-23-000560-a-L1;UA-2016-11-23-000560-a;23.11.2016;12.12.2016;14321771;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;900000;898000;898000;898000;100;тисяча кубічних метрів
UA-2016-12-05-001317-a-L1;UA-2016-12-05-001317-a;05.12.2016;22.12.2016;38232158;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;3400000;3116685;3116685;3116685;377780;метри кубічні
UA-2016-11-24-001268-c-L1;UA-2016-11-24-001268-c;24.11.2016;13.12.2016;2142520;39381255;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;517132;511279;511279;511279;57460;метри кубічні
UA-2016-12-22-002452-b-L1;UA-2016-12-22-002452-b;22.12.2016;12.01.2017;38500755;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;460000;408968;408968;408968;51121;метри кубічні
UA-2016-12-09-001518-b-L1;UA-2016-12-09-001518-b;09.12.2016;16.01.2017;8492505;38488691;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;30450000;28247121;28247121;28247121;3386945;метри кубічні
UA-2016-10-04-001543-b-L1;UA-2016-10-04-001543-b;04.10.2016;21.11.2016;3327664;30732144;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;36813840;35970480;35970480;35970480;4095000;метри кубічні
UA-2016-12-02-000471-b-L1;UA-2016-12-02-000471-b;02.12.2016;20.12.2016;38297440;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;375700;361200;361200;361200;42000;метри кубічні
UA-2016-12-30-000030-c-L1;UA-2016-12-30-000030-c;30.12.2016;17.01.2017;1991501;38465009;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;625980;584500;584500;584500;70000;метри кубічні
UA-2016-12-19-000843-b-L1;UA-2016-12-19-000843-b;19.12.2016;05.01.2017;4011928;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;2602285;2322180;2322180;2322180;291000;метри кубічні
UA-2016-12-13-000426-c-L1;UA-2016-12-13-000426-c;13.12.2016;30.12.2016;2004433;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1072949;1020000;1020000;1020000;120000;метри кубічні
UA-2016-12-13-000154-c-L1;UA-2016-12-13-000154-c;13.12.2016;30.12.2016;38611140;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;999997;950649;950649;950649;111841;метри кубічні
UA-2016-12-23-001536-b-L1;UA-2016-12-23-001536-b;23.12.2016;10.01.2017;23563697;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;628152;597168;597168;597168;70255;метри кубічні
UA-2016-11-24-000218-b-L1;UA-2016-11-24-000218-b;24.11.2016;20.12.2016;3190455;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1090250;1038800;1038800;1038800;122500;метри кубічні
UA-2016-12-05-001259-b-L1;UA-2016-12-05-001259-b;05.12.2016;22.12.2016;4060660;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;324850;313900;313900;313900;36500;метри кубічні
UA-2016-11-18-000099-b-L1;UA-2016-11-18-000099-b;18.11.2016;13.12.2016;13578054;36424636;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;533800;528120;528120;528120;60;тисяча кубічних метрів
UA-2016-12-02-000928-c-L1;UA-2016-12-02-000928-c;02.12.2016;20.12.2016;2136092;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;3550000;3258000;3258000;3258000;400;тисяча кубічних метрів
UA-2016-12-13-001256-a-L1;UA-2016-12-13-001256-a;13.12.2016;29.12.2016;24533439;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;709600;644000;560000;560000;80;тисяча кубічних метрів
UA-2017-01-13-000632-a-L1;UA-2017-01-13-000632-a;13.01.2017;31.01.2017;2144772;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;2376712;2371348;2371348;2371348;268252;метри кубічні
UA-2016-12-20-000610-c-L1;UA-2016-12-20-000610-c;20.12.2016;06.01.2017;1997863;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;2525400;2516850;2516850;2516850;285034;метри кубічні
UA-2016-12-12-000368-c-L1;UA-2016-12-12-000368-c;12.12.2016;28.12.2016;26307196;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;да;после;4;640443;637854;637854;637854;72319;метри кубічні
UA-2016-12-02-001143-c-L1;UA-2016-12-02-001143-c;02.12.2016;19.12.2016;2125266;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;3495671;3223200;3223200;3223200;395;тисяча кубічних метрів
UA-2016-12-07-001368-a-L1;UA-2016-12-07-001368-a;07.12.2016;26.12.2016;14160606;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;230000;223600;223600;223600;26000;метри кубічні
UA-2016-11-29-000492-c-L1;UA-2016-11-29-000492-c;29.11.2016;21.12.2016;2546039;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;520970;506574;506574;506574;59000;метри кубічні
UA-2016-12-05-001413-b-L1;UA-2016-12-05-001413-b;05.12.2016;26.12.2016;4056598;37334004;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;926583;850500;850500;850500;105000;метри кубічні
UA-2016-12-23-000342-c-L1;UA-2016-12-23-000342-c;23.12.2016;10.01.2017;1998420;38553084;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;722752;647026;647026;647026;81902;метри кубічні
UA-2016-11-29-000602-c-L1;UA-2016-11-29-000602-c;29.11.2016;16.12.2016;20412791;36424636;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;600000;599760;599760;599760;68;тисяча кубічних метрів
UA-2017-01-03-000754-b-L1;UA-2017-01-03-000754-b;03.01.2017;19.01.2017;1992156;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;2395592;2105280;1898560;1898560;272;тисяча кубічних метрів
UA-2016-12-09-000081-c-L1;UA-2016-12-09-000081-c;09.12.2016;27.12.2016;22684045;34528630;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;965046;884472;884472;884472;109600;метри кубічні
UA-2016-12-22-000709-b-L5;UA-2016-12-22-000709-b;22.12.2016;30.01.2017;4062216;30732144;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;1304180;1211905;1211905;1211905;148700;метри кубічні
UA-2016-12-22-000709-b-L4;UA-2016-12-22-000709-b;22.12.2016;30.01.2017;4062216;30732144;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;208571;193840;193840;193840;23784;метри кубічні
UA-2016-10-20-000734-c-L1;UA-2016-10-20-000734-c;20.10.2016;07.11.2016;38412156;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;3508088;3384986;3381665;3381665;400197;метри кубічні
UA-2016-12-22-000709-b-L1;UA-2016-12-22-000709-b;22.12.2016;30.01.2017;4062216;30732144;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;1109448;1031790;1031790;1031790;126600;метри кубічні
UA-2017-01-03-000022-c-L1;UA-2017-01-03-000022-c;03.01.2017;20.01.2017;2143956;34528630;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;5;3211241;2658982;2412096;2412096;366580;метри кубічні
UA-2016-12-02-000261-c-L1;UA-2016-12-02-000261-c;02.12.2016;20.12.2016;1896866;39796845;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;3605000;3584400;3584400;3584400;412000;метри кубічні
UA-2017-01-16-000729-a-L1;UA-2017-01-16-000729-a;16.01.2017;02.02.2017;35118626;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;735832;735805;735805;735805;84420;метри кубічні
UA-2016-11-23-000928-c-L1;UA-2016-11-23-000928-c;23.11.2016;11.01.2017;2147693;30732144;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;3803629;3549339;3549339;3549339;438190;метри кубічні
UA-2016-12-02-001667-a-L1;UA-2016-12-02-001667-a;02.12.2016;28.12.2016;2911119;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;675000;619320;619320;619320;78000;метри кубічні
UA-2016-12-16-000955-a-L1;UA-2016-12-16-000955-a;16.12.2016;04.01.2017;32300054;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;562250;557700;557700;557700;65000;метри кубічні
UA-2016-10-31-000228-a-L1;UA-2016-10-31-000228-a;31.10.2016;17.11.2016;40220031;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1373204;1345140;1345140;1345140;159000;метри кубічні
UA-2016-12-21-000724-b-L1;UA-2016-12-21-000724-b;21.12.2016;11.01.2017;38086042;33264159;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;654015;651992;651992;651992;75813;метри кубічні
UA-2016-12-08-001699-b-L1;UA-2016-12-08-001699-b;08.12.2016;28.12.2016;25771603;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;3700000;3431400;3431400;3431400;430000;метри кубічні
UA-2016-12-16-000558-b-L1;UA-2016-12-16-000558-b;16.12.2016;03.01.2017;2004516;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;460000;454648;454648;454648;53488;метри кубічні
UA-2016-12-14-000090-c-L1;UA-2016-12-14-000090-c;14.12.2016;03.01.2017;4060695;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;464400;459000;459000;459000;54000;метри кубічні
UA-2016-12-26-000321-a-L1;UA-2016-12-26-000321-a;26.12.2016;06.02.2017;38195499;34528630;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;;;3;4525043;4115379;4115379;4115379;526600;метри кубічні
